STPABB
DATE;TIME;AIRTEMP;AIRHUM;RAIN;GLOBALRAD;LW1
2024-03-08;07:00;-991;-991;-991;-991;-991
2024-03-08;08:00;-991;-991;-991;-991;-991
2024-03-08;09:00;-991;-991;-991;-991;-991
2024-03-08;10:00;-991;-991;-991;-991;-991
2024-03-08;11:00;-991;-991;-991;-991;-991
2024-03-08;12:00;-991;-991;-991;-991;-991
2024-03-08;13:00;5.13;59.598;-991;-991;-991
2024-03-08;14:00;5.649;56.744;-991;631.65;-991
2024-03-08;15:00;5.839;55.608;0.0;517.63;-991
2024-03-08;16:00;5.602;56.573;0.0;363.246;-991
2024-03-08;17:00;3.824;64.825;0.0;182.563;-991
2024-03-08;18:00;1.393;76.116;0.0;30.223;-991
2024-03-08;19:00;0.945;63.87;0.0;0.0;-991
2024-03-08;20:00;-0.196;63.394;0.0;0.0;-991
2024-03-08;21:00;-2.158;71.947;0.0;0.0;-991
2024-03-08;22:00;-2.808;76.862;0.0;0.0;-991
2024-03-08;23:00;-2.758;78.429;0.0;0.0;-991
2024-03-09;00:00;-2.758;80.468;0.0;0.0;-991
2024-03-09;01:00;-1.742;72.092;0.0;0.0;-991
2024-03-09;02:00;-0.96;64.585;0.0;0.0;-991
2024-03-09;03:00;-0.403;65.442;0.0;0.0;-991
2024-03-09;04:00;-0.14;67.992;0.0;0.0;-991
2024-03-09;05:00;0.492;66.875;0.0;0.0;-991
2024-03-09;06:00;0.79;64.686;0.0;1.569;-991
2024-03-09;07:00;1.1;61.416;0.0;16.072;-991
2024-03-09;08:00;2.146;58.099;0.0;108.217;-991
2024-03-09;09:00;3.709;52.838;0.0;238.427;-991
2024-03-09;10:00;4.385;50.789;0.0;277.046;-991
2024-03-09;11:00;6.303;46.236;0.0;469.669;-991
2024-03-09;12:00;7.254;42.187;0.0;490.368;-991
2024-03-09;13:00;7.395;41.679;0.0;424.164;-991
2024-03-09;14:00;6.384;44.824;0.0;175.369;-991
2024-03-09;15:00;5.263;58.616;0.098;54.753;-991
2024-03-09;16:00;3.383;83.228;0.313;27.753;-991
2024-03-09;17:00;3.691;72.061;0.142;23.272;-991
2024-03-09;18:00;4.134;69.693;0.032;7.692;-991
2024-03-09;19:00;3.259;87.805;0.355;1.167;-991
2024-03-09;20:00;2.743;92.574;1.055;0.811;-991
2024-03-09;21:00;2.425;95.383;0.775;0.0;-991
2024-03-09;22:00;2.369;96.293;1.148;0.131;-991
2024-03-09;23:00;2.379;95.858;0.589;0.0;-991
2024-03-10;00:00;2.253;96.876;1.541;0.0;-991
2024-03-10;01:00;2.259;96.904;1.23;0.0;-991
2024-03-10;02:00;2.168;96.675;1.313;0.0;-991
2024-03-10;03:00;2.078;96.446;1.396;0.0;-991
2024-03-10;04:00;1.23;98.69;2.72;0.0;-991
2024-03-10;05:00;0.704;99.494;2.537;0.0;-991
2024-03-10;06:00;0.204;99.994;6.109;0.0;-991
2024-03-10;07:00;0.098;99.549;5.584;0.0;-991
2024-03-10;08:00;0.66;98.391;4.92;13.889;-991
2024-03-10;09:00;1.221;97.233;4.255;27.778;-991
2024-03-10;10:00;1.783;96.075;3.59;41.667;-991
2024-03-10;11:00;2.345;94.917;2.925;55.556;-991
2024-03-10;12:00;2.906;93.759;2.26;69.444;-991
2024-03-10;13:00;3.468;92.601;1.595;83.333;-991
2024-03-10;14:00;4.029;91.444;0.931;97.222;-991
2024-03-10;15:00;3.469;95.895;0.266;111.111;-991
2024-03-10;16:00;3.008;95.306;0.111;111.111;-991
2024-03-10;17:00;2.632;96.657;0.202;111.111;-991
2024-03-10;18:00;2.209;97.076;0.219;55.556;-991
2024-03-10;19:00;1.827;97.367;0.102;0.0;-991
2024-03-10;20:00;1.759;97.627;0.1;0.0;-991
2024-03-10;21:00;1.796;98.538;0.399;0.0;-991
2024-03-10;22:00;1.641;98.559;0.476;0.0;-991
2024-03-10;23:00;1.54;98.734;0.811;0.0;-991
2024-03-11;00:00;1.085;97.899;0.917;0.0;-991
2024-03-11;01:00;0.613;95.601;0.829;0.0;-991
2024-03-11;02:00;0.381;91.393;0.394;0.0;-991
2024-03-11;03:00;-0.33;89.813;0.489;0.0;-991
2024-03-11;04:00;-1.036;87.47;0.575;0.0;-991
2024-03-11;05:00;-1.559;87.026;0.528;0.0;-991
2024-03-11;06:00;-2.052;85.829;0.474;0.0;-991
2024-03-11;07:00;-2.64;84.816;0.457;0.0;-991
2024-03-11;08:00;-3.155;84.02;0.456;0.0;-991
2024-03-11;09:00;-3.307;82.345;0.481;55.556;-991
2024-03-11;10:00;-3.193;79.031;0.442;166.667;-991
2024-03-11;11:00;-2.755;76.327;0.425;166.667;-991
2024-03-11;12:00;-2.308;74.066;0.435;166.667;-991
2024-03-11;13:00;-1.735;72.683;0.318;222.222;-991
2024-03-11;14:00;-1.252;71.057;0.23;333.333;-991
2024-03-11;15:00;-0.734;70.679;0.173;222.222;-991
2024-03-11;16:00;-0.263;71.035;0.148;222.222;-991
2024-03-11;17:00;-0.125;69.465;0.056;111.111;-991
2024-03-11;18:00;-0.011;67.781;0.001;0.0;-991
2024-03-11;19:00;-0.008;66.004;0.0;55.556;-991
2024-03-11;20:00;-0.752;63.894;0.0;0.0;-991
2024-03-11;21:00;-1.279;64.562;0.0;0.0;-991
2024-03-11;22:00;-1.646;66.088;0.0;0.0;-991
2024-03-11;23:00;-2.064;67.512;0.0;0.0;-991
2024-03-12;00:00;-2.486;68.687;0.0;0.0;-991
2024-03-12;01:00;-2.907;69.522;0.0;0.0;-991
2024-03-12;02:00;-3.996;75.949;0.002;0.0;-991
2024-03-12;03:00;-4.613;76.481;0.001;0.0;-991
2024-03-12;04:00;-5.229;77.012;0.001;0.0;-991
2024-03-12;05:00;-5.846;77.544;0.0;0.0;-991
2024-03-12;06:00;-5.975;77.285;0.0;12.346;-991
2024-03-12;07:00;-6.104;77.026;0.0;24.691;-991
2024-03-12;08:00;-6.233;76.767;0.0;37.037;-991
2024-03-12;09:00;-4.78;75.765;0.0;148.148;-991
2024-03-12;10:00;-3.328;74.763;0.0;259.259;-991
2024-03-12;11:00;-1.875;73.761;0.0;370.37;-991
2024-03-12;12:00;-0.853;73.447;0.0;469.136;-991
2024-03-12;13:00;0.169;73.133;0.0;567.901;-991
2024-03-12;14:00;1.191;72.819;0.0;666.667;-991
2024-03-12;15:00;1.447;73.344;0.0;617.284;-991
2024-03-12;16:00;1.703;73.868;0.0;567.901;-991
2024-03-12;17:00;1.96;74.393;0.0;518.519;-991
2024-03-12;18:00;0.821;75.125;0.0;370.37;-991
2024-03-12;19:00;-0.317;75.858;0.0;222.222;-991
2024-03-12;20:00;-1.456;76.591;0.0;74.074;-991
2024-03-12;21:00;-2.335;78.059;0.0;49.383;-991
2024-03-12;22:00;-3.214;79.527;0.0;24.691;-991
2024-03-12;23:00;-4.093;80.994;0.0;0.0;-991
2024-03-13;00:00;-5.461;83.88;0.0;0.0;-991
2024-03-13;01:00;-6.829;86.766;0.0;0.0;-991
2024-03-13;02:00;-8.197;89.652;0.0;0.0;-991
2024-03-13;03:00;-9.006;89.454;0.0;0.0;-991
2024-03-13;04:00;-9.816;89.256;0.0;0.0;-991
2024-03-13;05:00;-10.625;89.058;0.0;0.0;-991
2024-03-13;06:00;-10.982;88.518;0.0;12.346;-991
2024-03-13;07:00;-11.34;87.979;0.0;24.691;-991
2024-03-13;08:00;-11.697;87.439;0.0;37.037;-991
2024-03-13;09:00;-8.793;85.056;0.0;123.457;-991
2024-03-13;10:00;-5.889;82.673;0.0;209.877;-991
2024-03-13;11:00;-2.985;80.29;0.0;296.296;-991
2024-03-13;12:00;-1.777;79.104;0.0;419.753;-991
2024-03-13;13:00;-0.568;77.919;0.0;543.21;-991
2024-03-13;14:00;0.64;76.733;0.0;666.667;-991
2024-03-13;15:00;0.777;77.792;0.0;580.247;-991
2024-03-13;16:00;0.914;78.851;0.0;493.827;-991
2024-03-13;17:00;1.051;79.91;0.0;407.407;-991
2024-03-13;18:00;-0.218;84.628;0.0;283.951;-991
2024-03-13;19:00;-1.488;89.346;0.0;160.494;-991
2024-03-13;20:00;-2.757;94.064;0.0;37.037;-991
2024-03-13;21:00;-3.177;93.872;0.0;24.691;-991
2024-03-13;22:00;-3.597;93.68;0.0;12.346;-991
2024-03-13;23:00;-4.017;93.488;0.0;0.0;-991
2024-03-14;00:00;-4.462;93.449;0.0;0.0;-991
2024-03-14;01:00;-4.908;93.41;0.0;0.0;-991
2024-03-14;02:00;-5.353;93.371;0.0;0.0;-991
2024-03-14;03:00;-5.699;93.179;0.0;0.0;-991
2024-03-14;04:00;-6.045;92.987;0.0;0.0;-991
2024-03-14;05:00;-6.391;92.795;0.0;0.0;-991
2024-03-14;06:00;-5.918;92.282;0.0;12.346;-991
2024-03-14;07:00;-5.445;91.769;0.0;24.691;-991
2024-03-14;08:00;-4.972;91.256;0.0;37.037;-991
2024-03-14;09:00;-3.567;89.523;0.001;74.074;-991
2024-03-14;10:00;-2.163;87.79;0.001;111.111;-991
