Date;AIRTEMP [C];GLOBALRAD [Wm2];HR [percent];Mouillure_feuil;Mouillure_feuil_thres;Num;PR_start;Pressure;RAIN [mm];TGr_10;TGr_20;TGr_5;TGr_50;TMax;TMin;Tair_5;no_data;no_data2;wind_direction;wind_speed
2024-01-01 00:00:00;-8.4;nan;83.0;nan;nan;9999.0;0.0;98.63;0.0;1.01;nan;nan;nan;-8.3;-8.4;nan;nan;nan;294.0;2.9
2024-01-01 01:00:00;-8.4;nan;82.0;nan;nan;9999.0;100.0;98.65;0.0;1.0;nan;nan;nan;-8.4;-8.4;nan;nan;nan;259.0;1.4
2024-01-01 02:00:00;-8.3;nan;81.0;nan;nan;9999.0;200.0;98.67;0.0;0.99;nan;nan;nan;-8.2;-8.4;nan;nan;nan;232.0;2.6
2024-01-01 03:00:00;-8.1;nan;80.0;nan;nan;9999.0;300.0;98.69;0.0;0.98;nan;nan;nan;-8.0;-8.2;nan;nan;nan;275.0;2.0
2024-01-01 04:00:00;-8.0;nan;82.0;nan;nan;9999.0;400.0;98.68;0.0;0.97;nan;nan;nan;-8.0;-8.1;nan;nan;nan;247.0;1.2
2024-01-01 05:00:00;-8.0;nan;81.0;nan;nan;9999.0;500.0;98.67;0.0;0.96;nan;nan;nan;-7.9;-8.0;nan;nan;nan;296.0;2.3
2024-01-01 06:00:00;-8.0;nan;84.0;nan;nan;9999.0;600.0;98.72;0.0;0.96;nan;nan;nan;-7.9;-8.0;nan;nan;nan;307.0;1.2
2024-01-01 07:00:00;-7.9;nan;86.0;nan;nan;9999.0;700.0;98.76;0.0;0.95;nan;nan;nan;-7.8;-8.0;nan;nan;nan;321.0;3.4
2024-01-01 08:00:00;-8.1;nan;87.0;nan;nan;9999.0;800.0;98.79;0.2;0.94;nan;nan;nan;-7.9;-8.2;nan;nan;nan;354.0;2.5
2024-01-01 09:00:00;-8.2;nan;83.0;nan;nan;9999.0;900.0;98.82;0.0;0.94;nan;nan;nan;-8.1;-8.2;nan;nan;nan;313.0;3.2
2024-01-01 10:00:00;-7.9;nan;81.0;nan;nan;9999.0;1000.0;98.84;0.0;0.93;nan;nan;nan;-7.7;-8.1;nan;nan;nan;319.0;3.3
2024-01-01 11:00:00;-7.5;nan;79.0;nan;nan;9999.0;1100.0;98.81;0.0;0.92;nan;nan;nan;-7.3;-7.7;nan;nan;nan;287.0;2.5
2024-01-01 12:00:00;-7.3;nan;75.0;nan;nan;9999.0;1200.0;98.78;0.0;0.92;nan;nan;nan;-6.9;-7.6;nan;nan;nan;289.0;1.7
2024-01-01 13:00:00;-7.0;nan;70.0;nan;nan;9999.0;1300.0;98.74;0.2;0.91;nan;nan;nan;-6.8;-7.1;nan;nan;nan;282.0;4.7
2024-01-01 14:00:00;-6.9;nan;69.0;nan;nan;9999.0;1400.0;98.76;0.0;0.9;nan;nan;nan;-6.7;-7.0;nan;nan;nan;293.0;5.0
2024-01-01 15:00:00;-7.0;nan;75.0;nan;nan;9999.0;1500.0;98.77;0.0;0.9;nan;nan;nan;-6.9;-7.3;nan;nan;nan;300.0;4.3
2024-01-01 16:00:00;-7.4;nan;75.0;nan;nan;9999.0;1600.0;98.83;0.0;0.89;nan;nan;nan;-7.1;-7.6;nan;nan;nan;293.0;4.5
2024-01-01 17:00:00;-7.8;nan;77.0;nan;nan;9999.0;1700.0;98.82;0.0;0.89;nan;nan;nan;-7.6;-7.8;nan;nan;nan;265.0;1.8
2024-01-01 18:00:00;-7.9;nan;77.0;nan;nan;9999.0;1800.0;98.84;0.0;0.87;nan;nan;nan;-7.8;-7.9;nan;nan;nan;285.0;2.9
2024-01-01 19:00:00;-9.02;nan;84.41;nan;nan;9999.0;1900.0;96.58;0.0;0.87;nan;nan;nan;-8.95;-9.09;nan;nan;nan;255.0;10.18
2024-01-01 20:00:00;-7.7;nan;75.0;nan;nan;9999.0;2000.0;98.84;0.0;0.86;nan;nan;nan;-7.7;-7.8;nan;nan;nan;266.0;3.6
2024-01-01 21:00:00;-7.8;nan;74.0;nan;nan;9999.0;2100.0;98.81;0.0;0.85;nan;nan;nan;-7.7;-7.8;nan;nan;nan;267.0;4.4
2024-01-01 22:00:00;-7.9;nan;75.0;nan;nan;9999.0;2200.0;98.79;0.0;0.85;nan;nan;nan;-7.8;-7.9;nan;nan;nan;245.0;1.8
2024-01-01 23:00:00;-7.9;nan;75.0;nan;nan;9999.0;2300.0;98.77;0.0;0.84;nan;nan;nan;-7.8;-7.9;nan;nan;nan;280.0;3.4
2024-01-02 00:00:00;-7.7;nan;76.0;nan;nan;9999.0;0.0;98.72;0.0;0.83;nan;nan;nan;-7.7;-7.8;nan;nan;nan;278.0;3.0
2024-01-02 01:00:00;-7.7;nan;77.0;nan;nan;9999.0;100.0;98.69;0.0;0.81;nan;nan;nan;-7.6;-7.7;nan;nan;nan;271.0;3.6
2024-01-02 02:00:00;-7.6;nan;78.0;nan;nan;9999.0;200.0;98.67;0.0;0.81;nan;nan;nan;-7.5;-7.7;nan;nan;nan;218.0;3.1
2024-01-02 03:00:00;-7.8;nan;79.0;nan;nan;9999.0;300.0;98.64;0.0;0.79;nan;nan;nan;-7.5;-8.1;nan;nan;nan;249.0;3.4
2024-01-02 04:00:00;-8.0;nan;82.0;nan;nan;9999.0;400.0;98.61;0.0;0.78;nan;nan;nan;-7.5;-8.3;nan;nan;nan;276.0;1.3
2024-01-02 05:00:00;-7.7;nan;81.0;nan;nan;9999.0;500.0;98.61;0.0;0.77;nan;nan;nan;-7.5;-8.1;nan;nan;nan;228.0;1.7
2024-01-02 06:00:00;-7.9;nan;84.0;nan;nan;9999.0;600.0;98.58;0.0;0.76;nan;nan;nan;-7.6;-8.3;nan;nan;nan;81.0;1.7
2024-01-02 07:00:00;-7.7;nan;84.0;nan;nan;9999.0;700.0;98.59;0.0;0.75;nan;nan;nan;-7.4;-8.1;nan;nan;nan;156.0;3.1
2024-01-02 08:00:00;-7.6;nan;85.0;nan;nan;9999.0;800.0;98.53;0.0;0.74;nan;nan;nan;-7.2;-7.9;nan;nan;nan;118.0;1.8
2024-01-02 09:00:00;-7.0;nan;83.0;nan;nan;9999.0;900.0;98.57;0.0;0.73;nan;nan;nan;-6.5;-7.3;nan;nan;nan;28.0;2.8
2024-01-02 10:00:00;-6.0;nan;79.0;nan;nan;9999.0;1000.0;98.56;0.0;0.72;nan;nan;nan;-5.3;-6.6;nan;nan;nan;214.0;4.4
2024-01-02 11:00:00;-4.9;nan;78.0;nan;nan;9999.0;1100.0;98.52;0.0;0.71;nan;nan;nan;-4.7;-5.4;nan;nan;nan;248.0;5.1
2024-01-02 12:00:00;-4.5;nan;82.0;nan;nan;9999.0;1200.0;98.45;0.0;0.71;nan;nan;nan;-4.4;-4.7;nan;nan;nan;252.0;5.1
2024-01-02 13:00:00;-4.0;nan;81.0;nan;nan;9999.0;1300.0;98.37;0.0;0.7;nan;nan;nan;-3.7;-4.4;nan;nan;nan;258.0;4.0
2024-01-02 14:00:00;-3.6;nan;80.0;nan;nan;9999.0;1400.0;98.35;0.0;0.69;nan;nan;nan;-3.4;-3.7;nan;nan;nan;297.0;4.3
2024-01-02 15:00:00;-3.4;nan;79.0;nan;nan;9999.0;1500.0;98.36;0.0;0.68;nan;nan;nan;-3.4;-3.4;nan;nan;nan;263.0;6.8
2024-01-02 16:00:00;-3.4;nan;80.0;nan;nan;9999.0;1600.0;98.36;0.0;0.68;nan;nan;nan;-3.3;-3.4;nan;nan;nan;266.0;5.0
2024-01-02 17:00:00;-3.2;nan;81.0;nan;nan;9999.0;1700.0;98.35;0.0;0.67;nan;nan;nan;-3.0;-3.4;nan;nan;nan;276.0;5.0
2024-01-02 18:00:00;-2.8;nan;82.0;nan;nan;9999.0;1800.0;98.33;0.0;0.67;nan;nan;nan;-2.6;-3.0;nan;nan;nan;261.0;3.7
2024-01-02 19:00:00;-2.3;nan;81.0;nan;nan;9999.0;1900.0;98.34;0.0;0.66;nan;nan;nan;-2.0;-2.6;nan;nan;nan;291.0;6.5
2024-01-02 20:00:00;-1.9;nan;82.0;nan;nan;9999.0;2000.0;98.3;0.0;0.66;nan;nan;nan;-1.7;-2.0;nan;nan;nan;291.0;3.9
2024-01-02 21:00:00;-1.9;nan;83.0;nan;nan;9999.0;2100.0;98.32;0.0;0.66;nan;nan;nan;-1.7;-2.2;nan;nan;nan;284.0;7.7
2024-01-02 22:00:00;-2.3;nan;84.0;nan;nan;9999.0;2200.0;98.31;0.0;0.65;nan;nan;nan;-2.2;-2.3;nan;nan;nan;258.0;1.9
2024-01-02 23:00:00;-2.3;nan;83.0;nan;nan;9999.0;2300.0;98.3;0.0;0.65;nan;nan;nan;-2.2;-2.3;nan;nan;nan;102.0;1.2
2024-01-03 00:00:00;-2.1;nan;79.0;nan;nan;9999.0;0.0;98.21;0.0;0.65;nan;nan;nan;-1.8;-2.5;nan;nan;nan;205.0;7.1
2024-01-03 01:00:00;-1.7;nan;78.0;nan;nan;9999.0;100.0;98.21;0.0;0.65;nan;nan;nan;-1.6;-1.8;nan;nan;nan;235.0;6.0
2024-01-03 02:00:00;-1.8;nan;79.0;nan;nan;9999.0;200.0;98.19;0.0;0.65;nan;nan;nan;-1.6;-1.9;nan;nan;nan;208.0;7.1
2024-01-03 03:00:00;-1.7;nan;80.0;nan;nan;9999.0;300.0;98.22;0.0;0.65;nan;nan;nan;-1.7;-1.8;nan;nan;nan;202.0;5.4
2024-01-03 04:00:00;-1.6;nan;84.0;nan;nan;9999.0;400.0;98.22;0.0;0.64;nan;nan;nan;-1.5;-1.7;nan;nan;nan;217.0;5.3
2024-01-03 05:00:00;-1.7;nan;90.0;nan;nan;9999.0;500.0;98.22;0.0;0.64;nan;nan;nan;-1.6;-1.8;nan;nan;nan;219.0;7.3
2024-01-03 06:00:00;-1.7;nan;89.0;nan;nan;9999.0;600.0;98.26;0.0;0.64;nan;nan;nan;-1.6;-1.7;nan;nan;nan;223.0;7.0
2024-01-03 07:00:00;-1.5;nan;88.0;nan;nan;9999.0;700.0;98.28;0.0;0.64;nan;nan;nan;-1.4;-1.6;nan;nan;nan;225.0;7.4
2024-01-03 08:00:00;-1.5;nan;90.0;nan;nan;9999.0;800.0;98.29;0.0;0.64;nan;nan;nan;-1.4;-1.5;nan;nan;nan;202.0;4.2
2024-01-03 09:00:00;-1.3;nan;87.0;nan;nan;9999.0;900.0;98.34;0.0;0.64;nan;nan;nan;-1.1;-1.5;nan;nan;nan;206.0;1.6
2024-01-03 10:00:00;-1.0;nan;85.0;nan;nan;9999.0;1000.0;98.37;0.0;0.64;nan;nan;nan;-0.8;-1.2;nan;nan;nan;222.0;2.3
2024-01-03 11:00:00;-0.7;nan;83.0;nan;nan;9999.0;1100.0;98.32;0.0;0.64;nan;nan;nan;-0.5;-0.8;nan;nan;nan;206.0;3.6
2024-01-03 12:00:00;-0.4;nan;82.0;nan;nan;9999.0;1200.0;98.27;0.0;0.63;nan;nan;nan;-0.2;-0.5;nan;nan;nan;201.0;3.9
2024-01-03 13:00:00;-0.2;nan;82.0;nan;nan;9999.0;1300.0;98.22;0.0;0.64;nan;nan;nan;0.0;-0.3;nan;nan;nan;208.0;4.9
2024-01-03 14:00:00;0.1;nan;83.0;nan;nan;9999.0;1400.0;98.22;0.0;0.64;nan;nan;nan;0.2;-0.1;nan;nan;nan;204.0;6.0
2024-01-03 15:00:00;0.1;nan;85.0;nan;nan;9999.0;1500.0;98.23;0.0;0.64;nan;nan;nan;0.2;0.1;nan;nan;nan;200.0;3.2
2024-01-03 16:00:00;0.0;nan;87.0;nan;nan;9999.0;1600.0;98.25;0.0;0.64;nan;nan;nan;0.1;-0.2;nan;nan;nan;198.0;1.8
2024-01-03 17:00:00;-0.4;nan;89.0;nan;nan;9999.0;1700.0;98.27;0.0;0.64;nan;nan;nan;-0.2;-0.5;nan;nan;nan;199.0;4.1
2024-01-03 18:00:00;-0.5;nan;91.0;nan;nan;9999.0;1800.0;98.27;0.0;0.64;nan;nan;nan;-0.3;-0.6;nan;nan;nan;197.0;4.2
2024-01-03 19:00:00;-0.5;nan;90.0;nan;nan;9999.0;1900.0;98.25;0.0;0.64;nan;nan;nan;-0.4;-0.6;nan;nan;nan;207.0;2.1
2024-01-03 20:00:00;-0.7;nan;93.0;nan;nan;9999.0;2000.0;98.24;0.0;0.64;nan;nan;nan;-0.5;-0.8;nan;nan;nan;193.0;3.8
2024-01-03 21:00:00;-0.5;nan;90.0;nan;nan;9999.0;2100.0;98.24;0.0;0.65;nan;nan;nan;-0.3;-0.6;nan;nan;nan;201.0;2.8
2024-01-03 22:00:00;-0.3;nan;91.0;nan;nan;9999.0;2200.0;98.25;0.0;0.65;nan;nan;nan;-0.1;-0.4;nan;nan;nan;185.0;2.8
2024-01-03 23:00:00;-0.5;nan;91.0;nan;nan;9999.0;2300.0;98.23;0.0;0.65;nan;nan;nan;-0.3;-0.6;nan;nan;nan;173.0;2.4
2024-01-04 00:00:00;-1.0;nan;94.0;nan;nan;9999.0;0.0;98.18;0.0;0.65;nan;nan;nan;-0.6;-1.3;nan;nan;nan;174.0;0.1
2024-01-04 01:00:00;-1.0;nan;93.0;nan;nan;9999.0;100.0;98.14;0.0;0.65;nan;nan;nan;-0.9;-1.3;nan;nan;nan;185.0;2.1
2024-01-04 02:00:00;-1.1;nan;95.0;nan;nan;9999.0;200.0;98.12;0.0;0.65;nan;nan;nan;-0.9;-1.1;nan;nan;nan;172.0;3.3
2024-01-04 03:00:00;-1.1;nan;94.0;nan;nan;9999.0;300.0;98.1;0.0;0.65;nan;nan;nan;-1.0;-1.2;nan;nan;nan;165.0;5.5
2024-01-04 04:00:00;-1.2;nan;95.0;nan;nan;9999.0;400.0;98.06;0.0;0.65;nan;nan;nan;-1.1;-1.3;nan;nan;nan;166.0;3.4
2024-01-04 05:00:00;-1.2;nan;94.0;nan;nan;9999.0;500.0;98.0;0.0;0.66;nan;nan;nan;-1.0;-1.3;nan;nan;nan;157.0;3.0
2024-01-04 06:00:00;-1.0;nan;94.0;nan;nan;9999.0;600.0;97.99;0.0;0.66;nan;nan;nan;-0.9;-1.2;nan;nan;nan;129.0;6.2
2024-01-04 07:00:00;-1.2;nan;94.0;nan;nan;9999.0;700.0;97.96;0.0;0.66;nan;nan;nan;-1.1;-1.3;nan;nan;nan;129.0;3.6
2024-01-04 08:00:00;-1.0;nan;97.0;nan;nan;9999.0;800.0;97.93;0.3;0.66;nan;nan;nan;-0.8;-1.2;nan;nan;nan;152.0;4.2
2024-01-04 09:00:00;-0.5;nan;91.0;nan;nan;9999.0;900.0;97.94;0.3;0.66;nan;nan;nan;0.0;-0.9;nan;nan;nan;199.0;4.1
2024-01-04 10:00:00;-1.3;nan;81.0;nan;nan;9999.0;1000.0;98.04;0.0;0.66;nan;nan;nan;0.2;-3.0;nan;nan;nan;285.0;8.4
2024-01-04 11:00:00;-4.7;nan;76.0;nan;nan;9999.0;1100.0;98.16;0.2;0.67;nan;nan;nan;-3.0;-6.3;nan;nan;nan;289.0;10.6
2024-01-04 12:00:00;-6.8;nan;72.0;nan;nan;9999.0;1200.0;98.24;0.0;0.66;nan;nan;nan;-6.3;-7.1;nan;nan;nan;266.0;4.7
2024-01-04 13:00:00;-7.5;nan;65.0;nan;nan;9999.0;1300.0;98.33;0.0;0.66;nan;nan;nan;-7.1;-8.1;nan;nan;nan;272.0;8.6
2024-01-04 14:00:00;-8.0;nan;64.0;nan;nan;9999.0;1400.0;98.47;0.2;0.65;nan;nan;nan;-7.5;-8.4;nan;nan;nan;289.0;9.6
2024-01-04 15:00:00;-8.7;nan;64.0;nan;nan;9999.0;1500.0;98.59;0.0;0.65;nan;nan;nan;-8.0;-9.4;nan;nan;nan;295.0;12.3
2024-01-04 16:00:00;-9.7;nan;66.0;nan;nan;9999.0;1600.0;98.67;0.0;0.64;nan;nan;nan;-9.4;-10.0;nan;nan;nan;300.0;10.9
2024-01-04 17:00:00;-10.2;nan;67.0;nan;nan;9999.0;1700.0;98.77;0.0;0.63;nan;nan;nan;-10.0;-10.4;nan;nan;nan;293.0;11.2
2024-01-04 18:00:00;-10.4;nan;69.0;nan;nan;9999.0;1800.0;98.82;0.0;0.62;nan;nan;nan;-10.3;-10.6;nan;nan;nan;293.0;9.1
2024-01-04 19:00:00;-10.5;nan;68.0;nan;nan;9999.0;1900.0;98.88;0.0;0.62;nan;nan;nan;-10.3;-10.8;nan;nan;nan;295.0;10.4
2024-01-04 20:00:00;-10.9;nan;69.0;nan;nan;9999.0;2000.0;98.92;0.0;0.61;nan;nan;nan;-10.7;-11.0;nan;nan;nan;290.0;4.6
2024-01-04 21:00:00;-11.1;nan;69.0;nan;nan;9999.0;2100.0;98.91;0.0;0.6;nan;nan;nan;-11.0;-11.4;nan;nan;nan;301.0;13.1
2024-01-04 22:00:00;-11.5;nan;69.0;nan;nan;9999.0;2200.0;98.94;0.0;0.59;nan;nan;nan;-11.4;-11.6;nan;nan;nan;293.0;8.1
2024-01-04 23:00:00;-11.9;nan;71.0;nan;nan;9999.0;2300.0;98.96;0.0;0.57;nan;nan;nan;-11.6;-12.2;nan;nan;nan;289.0;6.2
2024-01-05 00:00:00;-12.6;nan;74.0;nan;nan;9999.0;0.0;99.0;0.0;0.56;nan;nan;nan;-12.2;-13.0;nan;nan;nan;221.0;3.1
2024-01-05 01:00:00;-12.7;nan;74.0;nan;nan;9999.0;100.0;98.98;0.0;0.55;nan;nan;nan;-12.7;-12.8;nan;nan;nan;297.0;10.4
2024-01-05 02:00:00;-12.9;nan;75.0;nan;nan;9999.0;200.0;99.0;0.0;0.54;nan;nan;nan;-12.7;-13.2;nan;nan;nan;291.0;7.3
2024-01-05 03:00:00;-13.3;nan;77.0;nan;nan;9999.0;300.0;99.01;0.0;0.53;nan;nan;nan;-13.2;-13.5;nan;nan;nan;292.0;5.6
2024-01-05 04:00:00;-13.9;nan;78.0;nan;nan;9999.0;400.0;98.98;0.0;0.52;nan;nan;nan;-13.5;-14.3;nan;nan;nan;293.0;5.8
2024-01-05 05:00:00;-14.3;nan;78.0;nan;nan;9999.0;500.0;99.02;0.0;0.51;nan;nan;nan;-14.2;-14.4;nan;nan;nan;283.0;5.4
2024-01-05 06:00:00;-14.6;nan;79.0;nan;nan;9999.0;600.0;99.07;0.0;0.49;nan;nan;nan;-14.3;-15.0;nan;nan;nan;278.0;2.7
2024-01-05 07:00:00;-15.2;nan;81.0;nan;nan;9999.0;700.0;99.1;0.0;0.48;nan;nan;nan;-14.9;-15.5;nan;nan;nan;295.0;3.5
2024-01-05 08:00:00;-14.6;nan;78.0;nan;nan;9999.0;800.0;99.11;0.0;0.47;nan;nan;nan;-14.3;-14.9;nan;nan;nan;325.0;2.6
2024-01-05 09:00:00;-14.0;nan;72.0;nan;nan;9999.0;900.0;99.14;0.0;0.45;nan;nan;nan;-13.5;-14.4;nan;nan;nan;256.0;3.8
2024-01-05 10:00:00;-13.5;nan;66.0;nan;nan;9999.0;1000.0;99.14;0.0;0.45;nan;nan;nan;-12.7;-14.2;nan;nan;nan;250.0;8.2
2024-01-05 11:00:00;-12.3;nan;62.0;nan;nan;9999.0;1100.0;99.09;0.0;0.43;nan;nan;nan;-11.3;-13.2;nan;nan;nan;269.0;4.0
2024-01-05 12:00:00;-11.3;nan;62.0;nan;nan;9999.0;1200.0;99.0;0.0;0.42;nan;nan;nan;-10.9;-11.6;nan;nan;nan;251.0;5.4
2024-01-05 13:00:00;-10.7;nan;59.0;nan;nan;9999.0;1300.0;98.91;0.0;0.41;nan;nan;nan;-9.9;-11.3;nan;nan;nan;256.0;6.7
2024-01-05 14:00:00;-9.7;nan;57.0;nan;nan;9999.0;1400.0;98.88;0.0;0.4;nan;nan;nan;-9.3;-10.1;nan;nan;nan;290.0;6.5
2024-01-05 15:00:00;-9.5;nan;60.0;nan;nan;9999.0;1500.0;98.85;0.0;0.39;nan;nan;nan;-9.1;-9.8;nan;nan;nan;285.0;5.4
2024-01-05 16:00:00;-9.8;nan;68.0;nan;nan;9999.0;1600.0;98.83;0.0;0.38;nan;nan;nan;-9.5;-10.2;nan;nan;nan;234.0;4.4
2024-01-05 17:00:00;-10.1;nan;70.0;nan;nan;9999.0;1700.0;98.79;0.0;0.36;nan;nan;nan;-10.0;-10.2;nan;nan;nan;233.0;6.5
2024-01-05 18:00:00;-9.9;nan;74.0;nan;nan;9999.0;1800.0;98.79;0.0;0.35;nan;nan;nan;-9.8;-10.0;nan;nan;nan;297.0;4.3
2024-01-05 19:00:00;-9.5;nan;76.0;nan;nan;9999.0;1900.0;98.81;0.0;0.35;nan;nan;nan;-9.2;-9.8;nan;nan;nan;293.0;4.5
2024-01-05 20:00:00;-8.9;nan;79.0;nan;nan;9999.0;2000.0;98.74;0.0;0.34;nan;nan;nan;-8.6;-9.2;nan;nan;nan;239.0;4.4
2024-01-05 21:00:00;-8.0;nan;79.0;nan;nan;9999.0;2100.0;98.68;0.0;0.33;nan;nan;nan;-7.6;-8.6;nan;nan;nan;218.0;4.2
2024-01-05 22:00:00;-7.2;nan;83.0;nan;nan;9999.0;2200.0;98.69;0.0;0.32;nan;nan;nan;-6.9;-7.6;nan;nan;nan;231.0;3.1
2024-01-05 23:00:00;-6.3;nan;78.0;nan;nan;9999.0;2300.0;98.76;0.0;0.33;nan;nan;nan;-5.8;-6.9;nan;nan;nan;295.0;10.0
2024-01-06 00:00:00;-6.2;nan;75.0;nan;nan;9999.0;0.0;98.84;0.0;0.32;nan;nan;nan;-5.8;-6.6;nan;nan;nan;312.0;11.4
2024-01-06 01:00:00;-8.1;nan;71.0;nan;nan;9999.0;100.0;99.04;0.0;0.31;nan;nan;nan;-6.6;-9.3;nan;nan;nan;322.0;9.7
2024-01-06 02:00:00;-10.0;nan;71.0;nan;nan;9999.0;200.0;99.18;0.0;0.31;nan;nan;nan;-9.3;-10.7;nan;nan;nan;298.0;5.6
2024-01-06 03:00:00;-11.2;nan;69.0;nan;nan;9999.0;300.0;99.28;0.0;0.3;nan;nan;nan;-10.6;-11.7;nan;nan;nan;303.0;10.4
2024-01-06 04:00:00;-12.2;nan;61.0;nan;nan;9999.0;400.0;99.31;0.0;0.29;nan;nan;nan;-11.7;-12.6;nan;nan;nan;334.0;6.2
2024-01-06 05:00:00;-13.3;nan;66.0;nan;nan;9999.0;500.0;99.41;0.2;0.29;nan;nan;nan;-12.6;-13.8;nan;nan;nan;260.0;2.4
2024-01-06 06:00:00;-14.9;nan;74.0;nan;nan;9999.0;600.0;99.49;0.0;0.28;nan;nan;nan;-13.7;-15.9;nan;nan;nan;262.0;3.8
2024-01-06 07:00:00;-16.1;nan;77.0;nan;nan;9999.0;700.0;99.57;0.0;0.27;nan;nan;nan;-14.9;-16.7;nan;nan;nan;239.0;3.6
2024-01-06 08:00:00;-16.8;nan;77.0;nan;nan;9999.0;800.0;99.64;0.0;0.26;nan;nan;nan;-15.9;-17.5;nan;nan;nan;187.0;2.9
2024-01-06 09:00:00;-15.9;nan;71.0;nan;nan;9999.0;900.0;99.72;0.0;0.26;nan;nan;nan;-14.2;-17.1;nan;nan;nan;152.0;3.0
2024-01-06 10:00:00;-13.2;nan;62.0;nan;nan;9999.0;1000.0;99.75;0.0;0.26;nan;nan;nan;-12.0;-14.4;nan;nan;nan;97.0;0.8
2024-01-06 11:00:00;-11.6;nan;52.0;nan;nan;9999.0;1100.0;99.72;0.0;0.25;nan;nan;nan;-10.9;-12.6;nan;nan;nan;124.0;8.1
2024-01-06 12:00:00;-11.2;nan;50.0;nan;nan;9999.0;1200.0;99.58;0.0;0.25;nan;nan;nan;-10.9;-11.5;nan;nan;nan;129.0;4.3
2024-01-06 13:00:00;-10.8;nan;52.0;nan;nan;9999.0;1300.0;99.49;0.0;0.25;nan;nan;nan;-10.4;-11.1;nan;nan;nan;82.0;8.1
2024-01-06 14:00:00;-10.4;nan;55.0;nan;nan;9999.0;1400.0;99.52;0.0;0.25;nan;nan;nan;-10.3;-10.6;nan;nan;nan;120.0;6.0
2024-01-06 15:00:00;-10.4;nan;58.0;nan;nan;9999.0;1500.0;99.43;0.0;0.25;nan;nan;nan;-10.3;-10.5;nan;nan;nan;93.0;7.1
2024-01-06 16:00:00;-10.4;nan;61.0;nan;nan;9999.0;1600.0;99.38;0.0;0.25;nan;nan;nan;-10.3;-10.4;nan;nan;nan;81.0;6.8
2024-01-06 17:00:00;-10.5;nan;65.0;nan;nan;9999.0;1700.0;99.29;0.0;0.25;nan;nan;nan;-10.4;-10.6;nan;nan;nan;81.0;8.5
2024-01-06 18:00:00;-10.9;nan;68.0;nan;nan;9999.0;1800.0;99.34;0.0;0.24;nan;nan;nan;-10.6;-11.3;nan;nan;nan;120.0;6.7
2024-01-06 19:00:00;-11.0;nan;71.0;nan;nan;9999.0;1900.0;99.4;0.0;0.23;nan;nan;nan;-10.9;-11.2;nan;nan;nan;119.0;6.6
2024-01-06 20:00:00;-11.0;nan;69.0;nan;nan;9999.0;2000.0;99.31;0.0;0.22;nan;nan;nan;-10.9;-11.0;nan;nan;nan;110.0;9.6
2024-01-06 21:00:00;-11.1;nan;70.0;nan;nan;9999.0;2100.0;99.23;0.0;0.21;nan;nan;nan;-11.0;-11.1;nan;nan;nan;130.0;12.3
2024-01-06 22:00:00;-11.2;nan;71.0;nan;nan;9999.0;2200.0;99.16;0.0;0.21;nan;nan;nan;-11.1;-11.3;nan;nan;nan;127.0;12.2
2024-01-06 23:00:00;-11.2;nan;72.0;nan;nan;9999.0;2300.0;99.07;0.0;0.2;nan;nan;nan;-11.0;-11.2;nan;nan;nan;125.0;11.1
2024-01-07 00:00:00;-11.0;nan;72.0;nan;nan;9999.0;0.0;98.97;0.0;0.19;nan;nan;nan;-10.8;-11.1;nan;nan;nan;131.0;10.5
2024-01-07 01:00:00;-10.7;nan;72.0;nan;nan;9999.0;100.0;98.88;0.0;0.18;nan;nan;nan;-10.5;-10.9;nan;nan;nan;130.0;10.4
2024-01-07 02:00:00;-10.4;nan;70.0;nan;nan;9999.0;200.0;98.85;0.0;0.18;nan;nan;nan;-10.3;-10.5;nan;nan;nan;135.0;11.1
2024-01-07 03:00:00;-10.5;nan;79.0;nan;nan;9999.0;300.0;98.76;0.0;0.17;nan;nan;nan;-10.3;-10.8;nan;nan;nan;132.0;9.4
2024-01-07 04:00:00;-10.9;nan;84.0;nan;nan;9999.0;400.0;98.69;0.2;0.16;nan;nan;nan;-10.7;-11.2;nan;nan;nan;121.0;13.1
2024-01-07 05:00:00;-11.3;nan;85.0;nan;nan;9999.0;500.0;98.65;0.2;0.16;nan;nan;nan;-11.1;-11.3;nan;nan;nan;122.0;11.9
2024-01-07 06:00:00;-11.2;nan;81.0;nan;nan;9999.0;600.0;98.63;0.2;0.15;nan;nan;nan;-11.1;-11.3;nan;nan;nan;125.0;12.8
2024-01-07 07:00:00;-11.1;nan;77.0;nan;nan;9999.0;700.0;98.58;0.0;0.15;nan;nan;nan;-11.1;-11.2;nan;nan;nan;119.0;10.8
2024-01-07 08:00:00;-11.2;nan;73.0;nan;nan;9999.0;800.0;98.54;0.0;0.15;nan;nan;nan;-11.1;-11.3;nan;nan;nan;124.0;11.7
2024-01-07 09:00:00;-11.0;nan;76.0;nan;nan;9999.0;900.0;98.49;0.0;0.14;nan;nan;nan;-11.0;-11.1;nan;nan;nan;123.0;11.4
2024-01-07 10:00:00;-10.9;nan;79.0;nan;nan;9999.0;1000.0;98.4;0.0;0.14;nan;nan;nan;-10.6;-11.1;nan;nan;nan;125.0;11.6
2024-01-07 11:00:00;-10.2;nan;75.0;nan;nan;9999.0;1100.0;98.3;0.0;0.14;nan;nan;nan;-9.8;-10.6;nan;nan;nan;102.0;13.0
