Date;AIRTEMP [C];GLOBALRAD [Wm2];HR [percent];Mouillure_feuil;Mouillure_feuil_thres;Num;PR_start;Pressure;RAIN [mm];TGr_10;TGr_20;TGr_5;TGr_50;TMax;TMin;Tair_5;no_data;no_data2;wind_direction;wind_speed
2024-01-18 02:00:00;-11.1;nan;79.0;nan;nan;9999.0;200.0;97.96;0.0;0.05;nan;nan;nan;-11.0;-11.2;nan;nan;nan;249.0;4.0
2024-01-18 03:00:00;-11.2;nan;74.0;nan;nan;9999.0;300.0;97.99;0.0;0.05;nan;nan;nan;-11.0;-11.4;nan;nan;nan;254.0;4.2
2024-01-18 04:00:00;-11.1;nan;73.0;nan;nan;9999.0;400.0;98.08;0.0;0.05;nan;nan;nan;-11.0;-11.2;nan;nan;nan;269.0;4.6
2024-01-18 05:00:00;-11.5;nan;73.0;nan;nan;9999.0;500.0;98.16;0.0;0.04;nan;nan;nan;-11.1;-12.1;nan;nan;nan;274.0;3.7
2024-01-18 06:00:00;-12.2;nan;75.0;nan;nan;9999.0;600.0;98.25;0.0;0.03;nan;nan;nan;-12.0;-12.4;nan;nan;nan;226.0;4.4
2024-01-18 07:00:00;-12.3;nan;78.0;nan;nan;9999.0;700.0;98.27;0.0;0.03;nan;nan;nan;-12.2;-12.6;nan;nan;nan;240.0;3.8
2024-01-18 08:00:00;-12.7;nan;77.0;nan;nan;9999.0;800.0;98.3;0.0;0.03;nan;nan;nan;-12.5;-13.0;nan;nan;nan;232.0;4.8
2024-01-18 09:00:00;-12.6;nan;73.0;nan;nan;9999.0;900.0;98.33;0.2;0.03;nan;nan;nan;-12.0;-13.1;nan;nan;nan;251.0;5.7
2024-01-18 10:00:00;-11.0;nan;68.0;nan;nan;9999.0;1000.0;98.35;0.0;0.03;nan;nan;nan;-10.0;-12.0;nan;nan;nan;261.0;6.7
2024-01-18 11:00:00;-9.5;nan;65.0;nan;nan;9999.0;1100.0;98.32;0.0;0.02;nan;nan;nan;-9.0;-10.1;nan;nan;nan;259.0;7.1
2024-01-18 12:00:00;-8.9;nan;63.0;nan;nan;9999.0;1200.0;98.28;0.0;0.03;nan;nan;nan;-8.2;-9.3;nan;nan;nan;262.0;7.9
2024-01-18 13:00:00;-8.3;nan;56.0;nan;nan;9999.0;1300.0;98.25;0.0;0.02;nan;nan;nan;-8.0;-8.6;nan;nan;nan;277.0;7.6
2024-01-18 14:00:00;-8.0;nan;51.0;nan;nan;9999.0;1400.0;98.26;0.2;0.03;nan;nan;nan;-7.3;-8.6;nan;nan;nan;271.0;7.8
2024-01-18 15:00:00;-8.3;nan;52.0;nan;nan;9999.0;1500.0;98.29;0.0;0.02;nan;nan;nan;-7.9;-8.6;nan;nan;nan;275.0;9.5
2024-01-18 16:00:00;-9.0;nan;58.0;nan;nan;9999.0;1600.0;98.33;0.0;0.02;nan;nan;nan;-8.6;-9.6;nan;nan;nan;289.0;5.6
2024-01-18 17:00:00;-9.8;nan;64.0;nan;nan;9999.0;1700.0;98.36;0.0;0.02;nan;nan;nan;-9.4;-10.3;nan;nan;nan;278.0;3.9
2024-01-18 18:00:00;-10.9;nan;72.0;nan;nan;9999.0;1800.0;98.4;0.0;0.01;nan;nan;nan;-10.2;-11.5;nan;nan;nan;292.0;4.0
2024-01-18 19:00:00;-11.8;nan;75.0;nan;nan;9999.0;1900.0;98.43;0.0;0.01;nan;nan;nan;-11.3;-12.0;nan;nan;nan;281.0;3.3
2024-01-18 20:00:00;-11.8;nan;76.0;nan;nan;9999.0;2000.0;98.46;0.0;0.01;nan;nan;nan;-11.4;-12.1;nan;nan;nan;248.0;3.7
2024-01-18 21:00:00;-11.1;nan;79.0;nan;nan;9999.0;2100.0;98.48;0.0;0.01;nan;nan;nan;-10.8;-11.4;nan;nan;nan;272.0;3.0
2024-01-18 22:00:00;-10.7;nan;73.0;nan;nan;9999.0;2200.0;98.47;0.0;0.0;nan;nan;nan;-10.5;-11.3;nan;nan;nan;319.0;8.9
2024-01-18 23:00:00;-12.5;nan;69.0;nan;nan;9999.0;2300.0;98.54;0.0;0.01;nan;nan;nan;-11.3;-13.1;nan;nan;nan;312.0;9.8
2024-01-19 00:00:00;-13.7;nan;68.0;nan;nan;9999.0;0.0;98.55;0.0;0.0;nan;nan;nan;-13.1;-14.0;nan;nan;nan;301.0;5.0
2024-01-19 01:00:00;-14.7;nan;65.0;nan;nan;9999.0;100.0;98.56;0.0;0.0;nan;nan;nan;-13.9;-15.6;nan;nan;nan;285.0;4.3
2024-01-19 02:00:00;-16.1;nan;67.0;nan;nan;9999.0;200.0;98.58;0.0;-0.01;nan;nan;nan;-15.5;-16.8;nan;nan;nan;272.0;3.7
2024-01-19 03:00:00;-17.1;nan;68.0;nan;nan;9999.0;300.0;98.57;0.0;-0.02;nan;nan;nan;-16.8;-17.7;nan;nan;nan;234.0;5.1
2024-01-19 04:00:00;-18.0;nan;68.0;nan;nan;9999.0;400.0;98.53;0.0;-0.02;nan;nan;nan;-17.6;-18.5;nan;nan;nan;241.0;5.0
2024-01-19 05:00:00;-19.0;nan;68.0;nan;nan;9999.0;500.0;98.54;0.0;-0.02;nan;nan;nan;-18.4;-19.5;nan;nan;nan;206.0;1.1
2024-01-19 06:00:00;-19.7;nan;70.0;nan;nan;9999.0;600.0;98.53;0.0;-0.03;nan;nan;nan;-19.3;-20.2;nan;nan;nan;217.0;1.4
2024-01-19 07:00:00;-20.8;nan;75.0;nan;nan;9999.0;700.0;98.54;0.0;-0.03;nan;nan;nan;-19.9;-21.8;nan;nan;nan;232.0;1.9
2024-01-19 08:00:00;-21.2;nan;66.0;nan;nan;9999.0;800.0;98.51;0.0;-0.04;nan;nan;nan;-19.9;-22.8;nan;nan;nan;284.0;5.5
2024-01-19 09:00:00;-19.2;nan;60.0;nan;nan;9999.0;900.0;98.49;0.0;-0.05;nan;nan;nan;-18.3;-19.9;nan;nan;nan;108.0;2.7
2024-01-19 10:00:00;-17.9;nan;51.0;nan;nan;9999.0;1000.0;98.48;0.0;-0.05;nan;nan;nan;-16.4;-19.2;nan;nan;nan;231.0;2.3
2024-01-19 11:00:00;-15.8;nan;50.0;nan;nan;9999.0;1100.0;98.39;0.0;-0.06;nan;nan;nan;-15.2;-16.8;nan;nan;nan;226.0;5.6
2024-01-19 12:00:00;-14.4;nan;49.0;nan;nan;9999.0;1200.0;98.24;0.0;-0.05;nan;nan;nan;-13.3;-15.2;nan;nan;nan;273.0;6.5
2024-01-19 13:00:00;-13.4;nan;49.0;nan;nan;9999.0;1300.0;98.08;0.0;-0.06;nan;nan;nan;-12.1;-14.1;nan;nan;nan;357.0;8.1
2024-01-19 14:00:00;-13.8;nan;53.0;nan;nan;9999.0;1400.0;98.02;0.0;-0.06;nan;nan;nan;-13.4;-14.1;nan;nan;nan;330.0;8.7
2024-01-19 15:00:00;-13.2;nan;55.0;nan;nan;9999.0;1500.0;97.99;0.0;-0.06;nan;nan;nan;-13.0;-13.4;nan;nan;nan;298.0;4.3
2024-01-19 16:00:00;-13.3;nan;59.0;nan;nan;9999.0;1600.0;97.95;0.0;-0.06;nan;nan;nan;-12.7;-14.1;nan;nan;nan;281.0;4.9
2024-01-19 17:00:00;-15.1;nan;63.0;nan;nan;9999.0;1700.0;98.03;0.0;-0.07;nan;nan;nan;-14.1;-15.8;nan;nan;nan;268.0;5.0
2024-01-19 18:00:00;-16.2;nan;66.0;nan;nan;9999.0;1800.0;98.02;0.0;-0.08;nan;nan;nan;-15.8;-16.6;nan;nan;nan;268.0;4.5
2024-01-19 19:00:00;-16.7;nan;68.0;nan;nan;9999.0;1900.0;98.02;0.0;-0.08;nan;nan;nan;-16.5;-17.0;nan;nan;nan;265.0;4.4
2024-01-19 20:00:00;-16.6;nan;69.0;nan;nan;9999.0;2000.0;97.96;0.0;-0.09;nan;nan;nan;-16.5;-16.8;nan;nan;nan;246.0;5.3
2024-01-19 21:00:00;-16.7;nan;70.0;nan;nan;9999.0;2100.0;97.91;0.0;-0.1;nan;nan;nan;-16.5;-16.8;nan;nan;nan;260.0;3.0
2024-01-19 22:00:00;-16.8;nan;72.0;nan;nan;9999.0;2200.0;97.84;0.0;-0.1;nan;nan;nan;-16.6;-16.9;nan;nan;nan;252.0;2.7
2024-01-19 23:00:00;-16.6;nan;72.0;nan;nan;9999.0;2300.0;97.84;0.0;-0.11;nan;nan;nan;-16.4;-16.8;nan;nan;nan;223.0;4.4
2024-01-20 00:00:00;-16.4;nan;73.0;nan;nan;9999.0;0.0;97.83;0.0;-0.11;nan;nan;nan;-16.3;-16.7;nan;nan;nan;259.0;3.9
2024-01-20 01:00:00;-16.3;nan;73.0;nan;nan;9999.0;100.0;97.85;0.0;-0.12;nan;nan;nan;-16.2;-16.3;nan;nan;nan;246.0;3.6
2024-01-20 02:00:00;-16.2;nan;73.0;nan;nan;9999.0;200.0;97.9;0.0;-0.12;nan;nan;nan;-16.2;-16.3;nan;nan;nan;260.0;3.7
2024-01-20 03:00:00;-16.1;nan;72.0;nan;nan;9999.0;300.0;97.9;0.0;-0.13;nan;nan;nan;-16.0;-16.2;nan;nan;nan;259.0;3.4
2024-01-20 04:00:00;-16.1;nan;75.0;nan;nan;9999.0;400.0;97.93;0.0;-0.13;nan;nan;nan;-16.0;-16.2;nan;nan;nan;240.0;1.5
2024-01-20 05:00:00;-16.1;nan;79.0;nan;nan;9999.0;500.0;97.94;0.3;-0.14;nan;nan;nan;-16.1;-16.2;nan;nan;nan;262.0;1.7
2024-01-20 06:00:00;-16.1;nan;77.0;nan;nan;9999.0;600.0;97.98;0.4;-0.14;nan;nan;nan;-15.9;-16.2;nan;nan;nan;233.0;1.4
2024-01-20 07:00:00;-15.9;nan;76.0;nan;nan;9999.0;700.0;98.01;0.0;-0.14;nan;nan;nan;-15.6;-16.0;nan;nan;nan;240.0;3.0
2024-01-20 08:00:00;-15.5;nan;75.0;nan;nan;9999.0;800.0;98.04;0.0;-0.15;nan;nan;nan;-15.3;-15.7;nan;nan;nan;245.0;3.3
2024-01-20 09:00:00;-15.0;nan;74.0;nan;nan;9999.0;900.0;98.07;0.0;-0.15;nan;nan;nan;-14.6;-15.3;nan;nan;nan;247.0;4.0
2024-01-20 10:00:00;-14.3;nan;72.0;nan;nan;9999.0;1000.0;98.08;0.0;-0.14;nan;nan;nan;-13.8;-14.7;nan;nan;nan;239.0;3.7
2024-01-20 11:00:00;-13.4;nan;69.0;nan;nan;9999.0;1100.0;98.08;0.0;-0.15;nan;nan;nan;-12.8;-13.9;nan;nan;nan;259.0;6.5
2024-01-20 12:00:00;-12.2;nan;65.0;nan;nan;9999.0;1200.0;98.06;0.0;-0.15;nan;nan;nan;-11.6;-12.8;nan;nan;nan;288.0;3.9
2024-01-20 13:00:00;-11.7;nan;66.0;nan;nan;9999.0;1300.0;98.05;0.0;-0.14;nan;nan;nan;-11.3;-11.9;nan;nan;nan;255.0;3.5
2024-01-20 14:00:00;-11.4;nan;67.0;nan;nan;9999.0;1400.0;98.07;0.0;-0.14;nan;nan;nan;-11.1;-11.7;nan;nan;nan;275.0;5.8
2024-01-20 15:00:00;-11.3;nan;70.0;nan;nan;9999.0;1500.0;98.12;0.0;-0.14;nan;nan;nan;-11.1;-11.4;nan;nan;nan;255.0;5.0
2024-01-20 16:00:00;-11.2;nan;73.0;nan;nan;9999.0;1600.0;98.18;0.0;-0.14;nan;nan;nan;-11.1;-11.3;nan;nan;nan;244.0;3.8
2024-01-20 17:00:00;-11.3;nan;76.0;nan;nan;9999.0;1700.0;98.24;0.0;-0.14;nan;nan;nan;-11.2;-11.4;nan;nan;nan;239.0;3.2
2024-01-20 18:00:00;-11.1;nan;77.0;nan;nan;9999.0;1800.0;98.29;0.0;-0.13;nan;nan;nan;-11.0;-11.3;nan;nan;nan;251.0;2.1
2024-01-20 19:00:00;-10.8;nan;78.0;nan;nan;9999.0;1900.0;98.34;0.0;-0.14;nan;nan;nan;-10.7;-11.0;nan;nan;nan;287.0;2.2
2024-01-20 20:00:00;-10.5;nan;79.0;nan;nan;9999.0;2000.0;98.37;0.0;-0.14;nan;nan;nan;-10.5;-10.7;nan;nan;nan;279.0;3.1
2024-01-20 21:00:00;-10.5;nan;81.0;nan;nan;9999.0;2100.0;98.42;0.0;-0.14;nan;nan;nan;-10.4;-10.6;nan;nan;nan;317.0;2.8
2024-01-20 22:00:00;-10.7;nan;79.0;nan;nan;9999.0;2200.0;98.46;0.0;-0.14;nan;nan;nan;-10.6;-10.8;nan;nan;nan;288.0;3.3
2024-01-20 23:00:00;-10.9;nan;78.0;nan;nan;9999.0;2300.0;98.48;0.2;-0.14;nan;nan;nan;-10.8;-11.0;nan;nan;nan;245.0;4.9
2024-01-21 00:00:00;-11.0;nan;76.0;nan;nan;9999.0;0.0;98.52;0.0;-0.14;nan;nan;nan;-11.0;-11.1;nan;nan;nan;241.0;7.2
2024-01-21 01:00:00;-11.1;nan;77.0;nan;nan;9999.0;100.0;98.57;0.0;-0.14;nan;nan;nan;-11.0;-11.3;nan;nan;nan;248.0;5.1
2024-01-21 02:00:00;-11.3;nan;77.0;nan;nan;9999.0;200.0;98.61;0.0;-0.14;nan;nan;nan;-11.2;-11.3;nan;nan;nan;248.0;6.2
2024-01-21 03:00:00;-11.2;nan;78.0;nan;nan;9999.0;300.0;98.64;0.0;-0.14;nan;nan;nan;-11.1;-11.3;nan;nan;nan;255.0;6.4
2024-01-21 04:00:00;-11.1;nan;78.0;nan;nan;9999.0;400.0;98.71;0.0;-0.14;nan;nan;nan;-11.1;-11.1;nan;nan;nan;269.0;4.9
2024-01-21 05:00:00;-11.1;nan;77.0;nan;nan;9999.0;500.0;98.8;0.0;-0.14;nan;nan;nan;-11.1;-11.2;nan;nan;nan;273.0;5.8
2024-01-21 06:00:00;-11.6;nan;80.0;nan;nan;9999.0;600.0;98.91;0.0;-0.15;nan;nan;nan;-11.2;-11.9;nan;nan;nan;285.0;9.2
2024-01-21 07:00:00;-12.2;nan;77.0;nan;nan;9999.0;700.0;98.99;0.0;-0.15;nan;nan;nan;-11.9;-12.4;nan;nan;nan;285.0;8.1
2024-01-21 08:00:00;-12.6;nan;77.0;nan;nan;9999.0;800.0;99.11;0.0;-0.15;nan;nan;nan;-12.4;-12.7;nan;nan;nan;287.0;3.1
2024-01-21 09:00:00;-12.8;nan;74.0;nan;nan;9999.0;900.0;99.2;0.2;-0.15;nan;nan;nan;-12.7;-12.8;nan;nan;nan;297.0;9.9
2024-01-21 10:00:00;-12.8;nan;73.0;nan;nan;9999.0;1000.0;99.26;0.0;-0.16;nan;nan;nan;-12.6;-12.9;nan;nan;nan;290.0;8.6
2024-01-21 11:00:00;-12.8;nan;69.0;nan;nan;9999.0;1100.0;99.29;0.0;-0.17;nan;nan;nan;-12.7;-13.0;nan;nan;nan;295.0;11.2
2024-01-21 12:00:00;-12.9;nan;62.0;nan;nan;9999.0;1200.0;99.3;0.0;-0.17;nan;nan;nan;-12.6;-13.1;nan;nan;nan;282.0;7.7
2024-01-21 13:00:00;-12.6;nan;63.0;nan;nan;9999.0;1300.0;99.31;0.0;-0.18;nan;nan;nan;-11.8;-13.2;nan;nan;nan;294.0;11.5
2024-01-21 14:00:00;-12.8;nan;65.0;nan;nan;9999.0;1400.0;99.36;0.0;-0.18;nan;nan;nan;-12.4;-13.1;nan;nan;nan;266.0;4.1
2024-01-21 15:00:00;-13.1;nan;64.0;nan;nan;9999.0;1500.0;99.43;0.0;-0.19;nan;nan;nan;-12.4;-13.3;nan;nan;nan;294.0;6.2
2024-01-21 16:00:00;-13.6;nan;67.0;nan;nan;9999.0;1600.0;99.5;0.0;-0.19;nan;nan;nan;-13.1;-13.9;nan;nan;nan;292.0;6.4
2024-01-21 17:00:00;-14.3;nan;68.0;nan;nan;9999.0;1700.0;99.61;0.0;-0.2;nan;nan;nan;-13.9;-14.8;nan;nan;nan;279.0;3.6
2024-01-21 18:00:00;-15.4;nan;74.0;nan;nan;9999.0;1800.0;99.7;0.0;-0.21;nan;nan;nan;-14.7;-16.5;nan;nan;nan;314.0;1.8
2024-01-21 19:00:00;-16.4;nan;76.0;nan;nan;9999.0;1900.0;99.77;0.0;-0.22;nan;nan;nan;-15.7;-16.8;nan;nan;nan;312.0;2.0
2024-01-21 20:00:00;-17.0;nan;80.0;nan;nan;9999.0;2000.0;99.77;0.0;-0.23;nan;nan;nan;-16.3;-17.6;nan;nan;nan;135.0;0.9
2024-01-21 21:00:00;-17.6;nan;84.0;nan;nan;9999.0;2100.0;99.8;0.0;-0.24;nan;nan;nan;-17.2;-18.0;nan;nan;nan;27.0;1.5
2024-01-21 22:00:00;-17.4;nan;83.0;nan;nan;9999.0;2200.0;99.85;0.0;-0.25;nan;nan;nan;-17.0;-17.7;nan;nan;nan;67.0;0.8
2024-01-21 23:00:00;-17.8;nan;84.0;nan;nan;9999.0;2300.0;99.87;0.0;-0.25;nan;nan;nan;-17.3;-18.2;nan;nan;nan;143.0;0.6
2024-01-22 00:00:00;-18.0;nan;84.0;nan;nan;9999.0;0.0;99.93;0.0;-0.27;nan;nan;nan;-17.4;-18.3;nan;nan;nan;66.0;1.7
2024-01-22 01:00:00;-17.5;nan;80.0;nan;nan;9999.0;100.0;99.95;0.0;-0.28;nan;nan;nan;-16.7;-18.2;nan;nan;nan;174.0;4.2
2024-01-22 02:00:00;-16.8;nan;82.0;nan;nan;9999.0;200.0;99.93;0.0;-0.29;nan;nan;nan;-16.4;-17.5;nan;nan;nan;115.0;2.1
2024-01-22 03:00:00;-16.5;nan;80.0;nan;nan;9999.0;300.0;99.92;0.0;-0.29;nan;nan;nan;-15.5;-17.6;nan;nan;nan;165.0;4.5
2024-01-22 04:00:00;-16.6;nan;83.0;nan;nan;9999.0;400.0;99.85;0.0;-0.3;nan;nan;nan;-16.1;-17.2;nan;nan;nan;163.0;5.0
2024-01-22 05:00:00;-16.7;nan;83.0;nan;nan;9999.0;500.0;99.8;0.0;-0.31;nan;nan;nan;-16.3;-17.1;nan;nan;nan;133.0;2.3
2024-01-22 06:00:00;-16.5;nan;83.0;nan;nan;9999.0;600.0;99.77;0.0;-0.31;nan;nan;nan;-16.0;-16.9;nan;nan;nan;148.0;1.7
2024-01-22 07:00:00;-15.9;nan;83.0;nan;nan;9999.0;700.0;99.7;0.0;-0.3;nan;nan;nan;-15.5;-16.4;nan;nan;nan;34.0;1.9
2024-01-22 08:00:00;-15.3;nan;84.0;nan;nan;9999.0;800.0;99.65;0.0;-0.3;nan;nan;nan;-14.4;-16.1;nan;nan;nan;171.0;2.0
2024-01-22 09:00:00;-12.6;nan;78.0;nan;nan;9999.0;900.0;99.62;0.0;-0.3;nan;nan;nan;-9.4;-14.6;nan;nan;nan;160.0;3.9
2024-01-22 10:00:00;-8.1;nan;72.0;nan;nan;9999.0;1000.0;99.59;0.0;-0.29;nan;nan;nan;-7.0;-10.3;nan;nan;nan;223.0;7.4
2024-01-22 11:00:00;-6.2;nan;67.0;nan;nan;9999.0;1100.0;99.48;0.0;-0.28;nan;nan;nan;-5.1;-7.0;nan;nan;nan;212.0;5.5
2024-01-22 12:00:00;-4.5;nan;62.0;nan;nan;9999.0;1200.0;99.4;0.0;-0.28;nan;nan;nan;-2.9;-5.3;nan;nan;nan;247.0;4.8
2024-01-22 13:00:00;-2.2;nan;55.0;nan;nan;9999.0;1300.0;99.29;0.0;-0.26;nan;nan;nan;-1.9;-2.9;nan;nan;nan;192.0;7.0
2024-01-22 14:00:00;-1.6;nan;51.0;nan;nan;9999.0;1400.0;99.19;0.0;-0.25;nan;nan;nan;-1.2;-2.0;nan;nan;nan;223.0;7.7
2024-01-22 15:00:00;-1.5;nan;53.0;nan;nan;9999.0;1500.0;99.19;0.0;-0.24;nan;nan;nan;-1.4;-1.5;nan;nan;nan;229.0;9.3
2024-01-22 16:00:00;-1.7;nan;59.0;nan;nan;9999.0;1600.0;99.16;0.0;-0.23;nan;nan;nan;-1.4;-2.1;nan;nan;nan;215.0;11.6
2024-01-22 17:00:00;-2.3;nan;62.0;nan;nan;9999.0;1700.0;99.16;0.0;-0.22;nan;nan;nan;-2.1;-2.6;nan;nan;nan;227.0;7.7
2024-01-22 18:00:00;-2.3;nan;63.0;nan;nan;9999.0;1800.0;99.15;0.0;-0.22;nan;nan;nan;-2.2;-2.4;nan;nan;nan;224.0;5.5
2024-01-22 19:00:00;-2.2;nan;66.0;nan;nan;9999.0;1900.0;99.11;0.0;-0.21;nan;nan;nan;-2.1;-2.4;nan;nan;nan;243.0;6.3
2024-01-22 20:00:00;-2.2;nan;71.0;nan;nan;9999.0;2000.0;99.06;0.0;-0.21;nan;nan;nan;-2.1;-2.3;nan;nan;nan;237.0;9.2
2024-01-22 21:00:00;-2.4;nan;76.0;nan;nan;9999.0;2100.0;99.07;0.0;-0.21;nan;nan;nan;-2.3;-2.5;nan;nan;nan;269.0;5.4
2024-01-22 22:00:00;-2.7;nan;83.0;nan;nan;9999.0;2200.0;99.07;0.0;-0.2;nan;nan;nan;-2.5;-2.9;nan;nan;nan;283.0;7.6
2024-01-22 23:00:00;-2.8;nan;83.0;nan;nan;9999.0;2300.0;99.08;0.0;-0.2;nan;nan;nan;-2.7;-2.9;nan;nan;nan;280.0;6.6
2024-01-23 00:00:00;-2.6;nan;81.0;nan;nan;9999.0;0.0;99.07;0.0;-0.2;nan;nan;nan;-2.5;-2.7;nan;nan;nan;283.0;8.0
2024-01-23 01:00:00;-2.5;nan;80.0;nan;nan;9999.0;100.0;99.13;0.0;-0.19;nan;nan;nan;-2.4;-2.6;nan;nan;nan;273.0;8.7
2024-01-23 02:00:00;-2.4;nan;82.0;nan;nan;9999.0;200.0;99.21;0.0;-0.18;nan;nan;nan;-2.4;-2.5;nan;nan;nan;288.0;6.4
2024-01-23 03:00:00;-2.4;nan;83.0;nan;nan;9999.0;300.0;99.25;0.0;-0.18;nan;nan;nan;-2.4;-2.5;nan;nan;nan;284.0;7.6
2024-01-23 04:00:00;-2.3;nan;78.0;nan;nan;9999.0;400.0;99.29;0.0;-0.18;nan;nan;nan;-2.1;-2.5;nan;nan;nan;286.0;6.7
2024-01-23 05:00:00;-2.1;nan;74.0;nan;nan;9999.0;500.0;99.4;0.0;-0.17;nan;nan;nan;-2.0;-2.2;nan;nan;nan;285.0;9.7
2024-01-23 06:00:00;-2.1;nan;75.0;nan;nan;9999.0;600.0;99.53;0.0;-0.17;nan;nan;nan;-2.1;-2.2;nan;nan;nan;288.0;8.3
2024-01-23 07:00:00;-2.4;nan;71.0;nan;nan;9999.0;700.0;99.59;0.0;-0.17;nan;nan;nan;-2.2;-2.5;nan;nan;nan;301.0;10.6
2024-01-23 08:00:00;-2.7;nan;72.0;nan;nan;9999.0;800.0;99.73;0.0;-0.16;nan;nan;nan;-2.4;-3.2;nan;nan;nan;313.0;12.0
2024-01-23 09:00:00;-3.9;nan;58.0;nan;nan;9999.0;900.0;99.88;0.0;-0.16;nan;nan;nan;-3.2;-4.7;nan;nan;nan;304.0;14.2
2024-01-23 10:00:00;-5.0;nan;58.0;nan;nan;9999.0;1000.0;100.06;0.0;-0.16;nan;nan;nan;-4.7;-5.3;nan;nan;nan;324.0;10.6
2024-01-23 11:00:00;-5.5;nan;53.0;nan;nan;9999.0;1100.0;100.17;0.3;-0.16;nan;nan;nan;-5.2;-5.8;nan;nan;nan;330.0;9.1
2024-01-23 12:00:00;-6.2;nan;52.0;nan;nan;9999.0;1200.0;100.26;0.0;-0.16;nan;nan;nan;-5.7;-6.6;nan;nan;nan;337.0;14.0
2024-01-23 13:00:00;-6.7;nan;48.0;nan;nan;9999.0;1300.0;100.34;0.0;-0.16;nan;nan;nan;-6.4;-6.9;nan;nan;nan;338.0;10.4
2024-01-23 14:00:00;-6.9;nan;48.0;nan;nan;9999.0;1400.0;100.37;0.0;-0.16;nan;nan;nan;-6.8;-7.0;nan;nan;nan;308.0;9.0
2024-01-23 15:00:00;-7.1;nan;44.0;nan;nan;9999.0;1500.0;100.43;0.0;-0.16;nan;nan;nan;-6.8;-7.4;nan;nan;nan;305.0;8.5
2024-01-23 16:00:00;-7.6;nan;46.0;nan;nan;9999.0;1600.0;100.48;0.0;-0.16;nan;nan;nan;-7.3;-8.1;nan;nan;nan;308.0;6.7
2024-01-23 17:00:00;-8.6;nan;47.0;nan;nan;9999.0;1700.0;100.57;0.0;-0.16;nan;nan;nan;-8.0;-9.2;nan;nan;nan;271.0;3.7
2024-01-23 18:00:00;-9.7;nan;54.0;nan;nan;9999.0;1800.0;100.65;0.0;-0.16;nan;nan;nan;-9.1;-10.5;nan;nan;nan;354.0;0.7
2024-01-23 19:00:00;-11.0;nan;57.0;nan;nan;9999.0;1900.0;100.69;0.0;-0.17;nan;nan;nan;-10.5;-11.8;nan;nan;nan;294.0;3.4
2024-01-23 20:00:00;-12.8;nan;61.0;nan;nan;9999.0;2000.0;100.75;0.0;-0.19;nan;nan;nan;-11.2;-13.6;nan;nan;nan;245.0;5.2
2024-01-23 21:00:00;-14.3;nan;71.0;nan;nan;9999.0;2100.0;100.78;0.0;-0.2;nan;nan;nan;-12.8;-15.6;nan;nan;nan;126.0;0.5
2024-01-23 22:00:00;-13.7;nan;55.0;nan;nan;9999.0;2200.0;100.83;0.0;-0.22;nan;nan;nan;-12.6;-15.9;nan;nan;nan;133.0;3.0
2024-01-23 23:00:00;-13.6;nan;53.0;nan;nan;9999.0;2300.0;100.81;0.0;-0.24;nan;nan;nan;-13.0;-15.1;nan;nan;nan;179.0;4.7
2024-01-24 00:00:00;-16.2;nan;73.0;nan;nan;9999.0;0.0;100.83;0.0;-0.25;nan;nan;nan;-13.3;-17.5;nan;nan;nan;147.0;1.6
2024-01-24 01:00:00;-17.1;nan;70.0;nan;nan;9999.0;100.0;100.79;0.0;-0.26;nan;nan;nan;-16.3;-17.8;nan;nan;nan;133.0;2.8
2024-01-24 02:00:00;-16.2;nan;67.0;nan;nan;9999.0;200.0;100.75;0.0;-0.27;nan;nan;nan;-15.7;-17.4;nan;nan;nan;177.0;3.1
2024-01-24 03:00:00;-17.2;nan;69.0;nan;nan;9999.0;300.0;100.71;0.0;-0.29;nan;nan;nan;-16.4;-18.0;nan;nan;nan;181.0;2.3
2024-01-24 04:00:00;-16.7;nan;71.0;nan;nan;9999.0;400.0;100.68;0.0;-0.29;nan;nan;nan;-16.3;-17.1;nan;nan;nan;176.0;3.0
2024-01-24 05:00:00;-17.2;nan;74.0;nan;nan;9999.0;500.0;100.61;0.0;-0.3;nan;nan;nan;-16.7;-17.8;nan;nan;nan;170.0;3.8
2024-01-24 06:00:00;-16.7;nan;67.0;nan;nan;9999.0;600.0;100.63;0.0;-0.3;nan;nan;nan;-15.9;-17.1;nan;nan;nan;180.0;5.7
2024-01-24 07:00:00;-16.6;nan;73.0;nan;nan;9999.0;700.0;100.56;0.0;-0.32;nan;nan;nan;-15.6;-17.2;nan;nan;nan;174.0;1.8
2024-01-24 08:00:00;-15.9;nan;70.0;nan;nan;9999.0;800.0;100.51;0.0;-0.31;nan;nan;nan;-15.4;-16.5;nan;nan;nan;131.0;2.9
2024-01-24 09:00:00;-14.5;nan;62.0;nan;nan;9999.0;900.0;100.46;0.0;-0.31;nan;nan;nan;-13.8;-15.4;nan;nan;nan;164.0;3.2
2024-01-24 10:00:00;-13.1;nan;62.0;nan;nan;9999.0;1000.0;100.43;0.0;-0.31;nan;nan;nan;-12.3;-13.9;nan;nan;nan;142.0;6.1
2024-01-24 11:00:00;-11.8;nan;61.0;nan;nan;9999.0;1100.0;100.36;0.0;-0.31;nan;nan;nan;-11.4;-12.3;nan;nan;nan;123.0;7.4
2024-01-24 12:00:00;-10.8;nan;61.0;nan;nan;9999.0;1200.0;100.21;0.0;-0.3;nan;nan;nan;-10.1;-11.4;nan;nan;nan;128.0;4.6
