Site_id,Serie,SerieGroup,lon,lat,Sampling 20XX,SamplingDate,year,gini,AWDR_y,SDI_y,PPT_y,GDD(5)
17BET14,BEAUDETTE,G04,-73.34,45.83,17,2018-06-03,2013,0.7802446444441069,1016.4423314555178,0.9722441140316395,706.92,2172.415
17BET14,BEAUDETTE,G04,-73.34,45.83,17,2018-06-03,2014,0.8139567755447309,995.8682301319587,0.9573538834026694,750.77,2160.86
17BET14,BEAUDETTE,G04,-73.34,45.83,17,2018-06-03,2015,0.809719074256511,1021.4736584956818,0.9584822077991234,766.31,2251.37
17BET14,BEAUDETTE,G04,-73.34,45.83,17,2018-06-03,2016,0.8533539114740643,1103.8840262591727,0.9582576163087343,704.97,2244.65
17BET14,BEAUDETTE,G04,-73.34,45.83,17,2018-06-03,2017,0.7953259690703722,1160.6882555754685,0.9750405372777792,789.89,2268.085
17BET14,BEAUDETTE,G04,-73.34,45.83,17,2018-06-03,2018,0.7950521890807902,1059.3842332361564,0.9829226781062697,616.33,2282.61
17BVG01,BEAURIVAGE,G15,-71.17,46.55,17,2018-08-15,2013,0.7225818696756824,1240.0096605813164,0.9708585459011426,872.22,1871.48
17BVG01,BEAURIVAGE,G15,-71.17,46.55,17,2018-08-15,2014,0.7576695468283063,1194.91119347042,0.991068271407355,784.5,1870.635
17BVG01,BEAURIVAGE,G15,-71.17,46.55,17,2018-08-15,2015,0.7461734730323129,1219.201530499745,0.9799631312642129,819.23,1882.96
17BVG01,BEAURIVAGE,G15,-71.17,46.55,17,2018-08-15,2016,0.7757053294867983,1355.5178862969165,0.9701049075688772,825.5600000000001,1863.34
17BVG01,BEAURIVAGE,G15,-71.17,46.55,17,2018-08-15,2017,0.7535207344084108,1230.5194114071705,0.974722884759686,819.44,1837.865
17BVG01,BEAURIVAGE,G15,-71.17,46.55,17,2018-08-15,2018,0.7739543762317453,1287.3686888905102,0.9822742933698384,762.39,1847.58
17BVG02,BEAURIVAGE,G15,-71.46,46.39,17,2018-06-11,2013,0.7434906776682081,1186.5994416568913,0.9713088377660468,843.48,1876.585
17BVG02,BEAURIVAGE,G15,-71.46,46.39,17,2018-06-11,2014,0.7903201454385564,1078.849589798221,0.9888630520606975,713.84,1880.265
17BVG02,BEAURIVAGE,G15,-71.46,46.39,17,2018-06-11,2015,0.7599257707664728,1204.25305363744,0.9818694434014463,817.4399999999999,1895.19
17BVG02,BEAURIVAGE,G15,-71.46,46.39,17,2018-06-11,2016,0.7780425270419136,1314.865105106268,0.9701510382096243,814.36,1868.54
17BVG02,BEAURIVAGE,G15,-71.46,46.39,17,2018-06-11,2017,0.7565249787583036,1227.46702815728,0.9782172682158752,812.54,1852.77
17BVG02,BEAURIVAGE,G15,-71.46,46.39,17,2018-06-11,2018,0.7714123639488398,1205.3607742797412,0.9859963142789585,729.72,1873.31
17BVG03,BEAURIVAGE,G15,-71.48,46.4,17,2018-08-01,2013,0.7458425996994339,1186.8190880150635,0.9709243496310935,842.41,1878.14
17BVG03,BEAURIVAGE,G15,-71.48,46.4,17,2018-08-01,2014,0.791636788682203,1084.5494165355979,0.9884881391709636,718.44,1882.75
17BVG03,BEAURIVAGE,G15,-71.48,46.4,17,2018-08-01,2015,0.7613860680134961,1204.0456272918711,0.9818844513332174,817.96,1898.785
17BVG03,BEAURIVAGE,G15,-71.48,46.4,17,2018-08-01,2016,0.7770122050745532,1318.7841507137541,0.9704006230371771,816.56,1873.955
17BVG03,BEAURIVAGE,G15,-71.48,46.4,17,2018-08-01,2017,0.7560127412815542,1223.784613710151,0.978464095649027,809.4,1859.315
17BVG03,BEAURIVAGE,G15,-71.48,46.4,17,2018-08-01,2018,0.7711434535425562,1200.7554550233804,0.9858500111030306,727.82,1878.2649999999999
17BVG07,BEAURIVAGE,G15,-71.21,46.48,17,2018-06-07,2013,0.7192646813270633,1228.6282421264714,0.9736490332888003,859.6800000000001,1865.235
17BVG07,BEAURIVAGE,G15,-71.21,46.48,17,2018-06-07,2014,0.7633776151702505,1162.4151268833593,0.9906130974010885,762.98,1864.03
17BVG07,BEAURIVAGE,G15,-71.21,46.48,17,2018-06-07,2015,0.7523650235581365,1194.8571424016463,0.9806450398884199,804.01,1876.385
17BVG07,BEAURIVAGE,G15,-71.21,46.48,17,2018-06-07,2016,0.771065424092626,1350.4574216620783,0.9697869501282402,831.98,1847.435
17BVG07,BEAURIVAGE,G15,-71.21,46.48,17,2018-06-07,2017,0.7538580676715503,1229.4675569378155,0.9765972349040974,820.93,1825.045
17BVG07,BEAURIVAGE,G15,-71.21,46.48,17,2018-06-07,2018,0.7764304220622399,1265.0822292208006,0.9838949044718038,745.86,1842.705
17BVG15,BEAURIVAGE,G15,-71.47,46.38,17,2018-06-11,2013,0.7439697934373707,1187.0427262293194,0.9711549752346555,844.04,1873.865
17BVG15,BEAURIVAGE,G15,-71.47,46.38,17,2018-06-11,2014,0.7913616718949542,1076.4418757482147,0.9886043768638608,713.54,1877.51
17BVG15,BEAURIVAGE,G15,-71.47,46.38,17,2018-06-11,2015,0.7600310734968111,1207.1013851378648,0.9818462243479565,819.48,1894.655
17BVG15,BEAURIVAGE,G15,-71.47,46.38,17,2018-06-11,2016,0.7775041759437025,1315.5257581754095,0.970266224757648,815.63,1866.17
17BVG15,BEAURIVAGE,G15,-71.47,46.38,17,2018-06-11,2017,0.7532769443595495,1234.9434995033882,0.9788165681227169,818.7,1850.74
17BVG15,BEAURIVAGE,G15,-71.47,46.38,17,2018-06-11,2018,0.7715877339112008,1199.2933330843512,0.9859690659708896,727.0,1873.34
17BVG16,BEAURIVAGE,G15,-71.23,46.58,17,2018-05-17,2013,0.727620264508291,1247.7947030537591,0.971658946926669,876.41,1876.41
17BVG16,BEAURIVAGE,G15,-71.23,46.58,17,2018-05-17,2014,0.757181136086994,1200.8334991383397,0.9898067088182819,796.9,1876.79
17BVG16,BEAURIVAGE,G15,-71.23,46.58,17,2018-05-17,2015,0.7389705427964265,1245.620011068108,0.9794304133325795,847.1,1888.97
17BVG16,BEAURIVAGE,G15,-71.23,46.58,17,2018-05-17,2016,0.7721937229303415,1362.5093061855932,0.9709945811286929,830.1899999999999,1874.315
17BVG16,BEAURIVAGE,G15,-71.23,46.58,17,2018-05-17,2017,0.7569767432400855,1226.3558886287267,0.9751169948942287,811.74,1852.905
17BVG16,BEAURIVAGE,G15,-71.23,46.58,17,2018-05-17,2018,0.7766051207233663,1287.0003252498427,0.9813193482652252,767.44,1854.575
17COP01,CHALOUPE,G05,-73.22,46.1,17,2018-06-29,2013,0.771263952497775,1034.5689252402958,0.9773453547213603,688.4399999999999,2162.41
17COP01,CHALOUPE,G05,-73.22,46.1,17,2018-06-29,2014,0.8004185369212182,1063.9728624366603,0.9704239898181869,782.1899999999999,2157.165
17COP01,CHALOUPE,G05,-73.22,46.1,17,2018-06-29,2015,0.799244381789152,1040.242951622659,0.9658708928715495,757.13,2212.525
17COP01,CHALOUPE,G05,-73.22,46.1,17,2018-06-29,2016,0.8304284396348608,1128.2815049141789,0.9620326437480742,703.76,2222.33
17COP01,CHALOUPE,G05,-73.22,46.1,17,2018-06-29,2017,0.7832464782104452,1178.7023007323417,0.973707632799139,810.67,2197.71
17COP01,CHALOUPE,G05,-73.22,46.1,17,2018-06-29,2018,0.7909462843575399,998.6153254613566,0.9806498207453026,567.29,2222.77
17COP09,CHALOUPE,G05,-71.91,46.67,17,2018-05-31,2013,0.7456949227531581,1083.6161253595762,0.9756330584502972,754.91,1918.445
17COP09,CHALOUPE,G05,-71.91,46.67,17,2018-05-31,2014,0.7876060664181367,1129.9179369118074,0.9789535153150704,811.59,1943.345
17COP09,CHALOUPE,G05,-71.91,46.67,17,2018-05-31,2015,0.7628940173042937,1204.0181817730313,0.9642559418356075,873.58,1974.865
17COP09,CHALOUPE,G05,-71.91,46.67,17,2018-05-31,2016,0.7887845898821774,1243.4929349353342,0.9788585310625688,752.95,1967.19
17COP09,CHALOUPE,G05,-71.91,46.67,17,2018-05-31,2017,0.7817036051416673,1185.942099386962,0.9768075935976953,758.18,1979.735
17COP09,CHALOUPE,G05,-71.91,46.67,17,2018-05-31,2018,0.786209064739334,1073.5109834490531,0.9790699008163116,645.64,1947.98
17COP10,CHALOUPE,G05,-71.92,46.67,17,2018-05-25,2013,0.7463398275181098,1083.0669646187216,0.9762637142768357,751.75,1915.4
17COP10,CHALOUPE,G05,-71.92,46.67,17,2018-05-25,2014,0.7876089797092635,1134.4189304723081,0.9789516231930241,814.26,1940.74
17COP10,CHALOUPE,G05,-71.92,46.67,17,2018-05-25,2015,0.7605039584729726,1212.9656422798816,0.9648382018978193,880.67,1972.6499999999999
17COP10,CHALOUPE,G05,-71.92,46.67,17,2018-05-25,2016,0.7890940934218573,1244.0084662990403,0.9789483980445091,753.03,1963.95
17COP10,CHALOUPE,G05,-71.92,46.67,17,2018-05-25,2017,0.7821494183455052,1187.1408141842833,0.9767812123027607,759.25,1977.0
17COP10,CHALOUPE,G05,-71.92,46.67,17,2018-05-25,2018,0.7868464418337955,1076.979549271494,0.97907231751954,645.94,1945.31
